name,camera,ccd,grid_row,grid_col,row_residue,column_residue,phase_sum,uncertainty_entry_sum
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,8,1,0.9999999999999993,0.11981914990660628
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,8,2,0.9999999999999997,0.1175123256104709
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,8,3,0.9999999999999998,0.12660533956481196
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,8,4,1.0000000000000004,0.12036023475600513
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,8,5,1.0,0.13729977839485558
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,8,6,0.9999999999999996,0.132200302572838
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,8,7,0.9999999999999999,0.12413888852814071
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,8,8,0.9999999999999998,0.11671285292237914
tess2019107181902-prf-4-4-row0513-col2092.fits,4,4,513,2092,0,0,1.0000000000000002,0.13073993584604077
tess2019107181902-prf-4-4-row0513-col2092.fits,4,4,513,2092,0,1,1.0000000000000007,0.12052430511223668
tess2019107181902-prf-4-4-row0513-col2092.fits,4,4,513,2092,0,2,1.0000000000000004,0.11776754520094876
tess2019107181902-prf-4-4-row0513-col2092.fits,4,4,513,2092,0,3,0.9999999999999998,0.11608202817056174
tess2019107181902-prf-4-4-row0513-col2092.fits,4,4,513,2092,0,4,0.9999999999999991,0.1170299543851854
tess2019107181902-prf-4-4-row0513-col2092.fits,4,4,513,2092,0,5,0.9999999999999999,0.12057528351516139
tess2019107181902-prf-4-4-row0513-col2092.fits,4,4,513,2092,0,6,0.9999999999999998,0.11402227961194186
tess2019107181902-prf-4-4-row0513-col2092.fits,4,4,513,2092,0,7,1.0000000000000002,0.12231133839408427
tess2019107181902-prf-4-4-row0513-col2092.fits,4,4,513,2092,0,8,1.0,0.12664839147948956
